# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      eigen  = Punktzahl steht bei dieser Nummer
#                 gruppe = Punktzahl gilt im Verzeichnis fuer eine Gruppe von
#                          Nummern (verbundene Zelle) und wurde uebernommen
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
308;Gewebeentnahme aus der Pleura - gegebenenfalls einschließlich Punktion -;350;C;aerztlich;2.3;3.5;eigen
310;Punktion des Herzbeutels;350;C;aerztlich;2.3;3.5;eigen
311;Punktion des Knochenmarks - auch Sternalpunktion -;200;C;aerztlich;2.3;3.5;eigen
312;Knochenstanze - gegebenenfalls einschließlich Entnahme von Knochenmark -;300;C;aerztlich;2.3;3.5;eigen
314;Punktion der Mamma oder Punktion eines Lymphknotens;120;C;aerztlich;2.3;3.5;eigen
315;Punktion eines Organs (z.B. Leber, Milz, Niere, Hoden);250;C;aerztlich;2.3;3.5;eigen
316;Punktion des Douglasraums;250;C;aerztlich;2.3;3.5;eigen
317;Punktion eines Adnextumors - auch einschließlich Douglaspunktion -;350;C;aerztlich;2.3;3.5;eigen
318;Punktion der Harnblase oder eines Wasserbruchs;120;C;aerztlich;2.3;3.5;eigen
319;Punktion der Prostata oder Punktion der Schilddrüse;200;C;aerztlich;2.3;3.5;eigen
321;Untersuchung von natürlichen Gängen oder Fisteln mittels Sonde oder Einführung eines Fistelkatheters - gegebenenfalls einschließlich anschließender Injektion oder Installation -;50;C;aerztlich;2.3;3.5;eigen
340;Einbringung des Kontrastmittels in die zerebralen und spinalen Liquorräume;400;C;aerztlich;2.3;3.5;eigen
344;Intravenöse Einbringung des Kontrastmittels mittels Injektion oder Infusion, bis zu 10 Minuten Dauer;100;C;aerztlich;2.3;3.5;eigen
345;Intravenöse Einbringung des Kontrastmittels mittels Injektion oder Infusion, von mehr als 10 Minuten Dauer;130;C;aerztlich;2.3;3.5;eigen
346;Intravenöse Einbringung des Kontrastmittels mittels Hochdruckinjektion;300;C;aerztlich;2.3;3.5;eigen
347;Ergänzung für jede weitere intravenöse Kontrastmitteleinbringung mittels Hochdruckinjektion bei bestehendem Zugang - im Zusammenhang mit der Leistung nach Nummer 346 -;150;C;aerztlich;2.3;3.5;eigen
350;Intraarterielle Einbringung des Kontrastmittels;150;C;aerztlich;2.3;3.5;eigen
351;Einbringung des Kontrastmittels zur Angiographie von Gehirnarterien, je Halsschlagader;500;C;aerztlich;2.3;3.5;eigen
355;Herzkatheter-Einbringung(en) und anschließende intrakardiale bzw. intraarterielle Einbringung(en) des Kontrastmittels mittels Hochdruckinjektion zur Darstellung des Herzens und der herznahen Gefäße (Aorta ascendens, Arteria pulmonalis) -einschließlich Röntgenkontrolle und fortlaufender EKG-Kontrolle -, je Sitzung;600;C;aerztlich;2.3;3.5;eigen
356;Zuschlag zu der Leistung nach Nummer 355 bei Herzkatheter-Einbringung(en) zur Untersuchung sowohl des linken als auch des rechten Herzens über jeweils gesonderte Gefäßzugänge während einer Sitzung;400;C;aerztlich;2.3;3.5;eigen
357;Intraarterielle Einbringung(en) des Kontrastmittels über einen Katheter mittels Hochdruckinjektion zur Übersichtsangiographie der Brust- und/oder Bauchaorta - einschließlich Röntgenkontrolle und gegebenenfalls einschließlich fortlaufender EKG-Kontrolle -, je Sitzung;500;C;aerztlich;2.3;3.5;eigen
360;Herzkatheter-Einbringung(en) und anschließende intraarterielle Einbringung(en) des Kontrastmittels nach selektiver arterieller Katheterplazierung zur selektiven Koronarangiographie - einschließlich Röntgenkontrolle und fortlaufender EKG-Kontrolle -, je Sitzung Die Leistung nach Nummer 360 kann je Sitzung nur einmal berechnet werden.;1000;C;aerztlich;2.3;3.5;eigen
361;Intraarterielle Einbringung(en) des Kontrastmittels nach erneuter Einbringung eines Herzkatheters zur Sondierung eines weiteren Gefäßes - im Anschluß an die Leistung nach Nummer 360 -;600;C;aerztlich;2.3;3.5;eigen
365;Einbringung des Kontrastmittels zur Lymphographie, je Extremität;400;C;aerztlich;2.3;3.5;eigen
368;Einbringung des Kontrastmittels zur Bronchographie;400;C;aerztlich;2.3;3.5;eigen
370;Einbringung des Kontrastmittels zur Darstellung natürlicher, künstlicher oder krankhaft entstandener Gänge, Gangsysteme, Hohlräume oder Fisteln - gegebenenfalls intraoperativ -;200;C;aerztlich;2.3;3.5;eigen
372;Einbringung des Kontrastmittels in einen Zwischenwirbelraum;280;C;aerztlich;2.3;3.5;eigen
373;Einbringung des Kontrastmittels in ein Gelenk;250;C;aerztlich;2.3;3.5;eigen
374;Einbringung des Kontrastmittels in den Dünndarm mittels im Dünndarm endender Sonde;150;C;aerztlich;2.3;3.5;eigen
375;Schutzimpfung (intramuskulär, subkutan) - gegebenenfalls einschließlich Eintragung in den Impfpaß -;80;C;aerztlich;2.3;3.5;eigen
376;Schutzimpfung (oral) - einschließlich beratendem Gespräch -;80;C;aerztlich;2.3;3.5;eigen
377;Zusatzinjektion bei Parallelimpfung;50;C;aerztlich;2.3;3.5;eigen
378;Simultanimpfung (gleichzeitige passive und aktive Impfung gegen Wundstarrkrampf);120;C;aerztlich;2.3;3.5;eigen
380;Epikutantest, je Test (1. bis 30. Test je Behandlungsfall);30;C;aerztlich;2.3;3.5;eigen
381;Epikutantest, je Test (31. bis 50. Test je Behandlungsfall);20;C;aerztlich;2.3;3.5;eigen
382;Epikutantest, je Text (51. bis 100. Test je Behandlungsfall);15;C;aerztlich;2.3;3.5;eigen
383;Kutane Testung (z.B. von Pirquet, Moro);30;C;aerztlich;2.3;3.5;eigen
384;Tuberkulinstempeltest, Mendel-Mantoux-Test oder Stempeltest mit mehreren Antigenen (sog. Batterietests);40;C;aerztlich;2.3;3.5;eigen
385;Pricktest, je Test (1. bis 20. Test je Behandlungsfall);45;C;aerztlich;2.3;3.5;eigen
386;Pricktest, je Test (21. bis 40. Test je Behandlungsfall);30;C;aerztlich;2.3;3.5;eigen
387;Pricktest, je Test (41. bis 80. Test je Behandlungsfall);20;C;aerztlich;2.3;3.5;eigen
388;Reib-, Scratch- oder Skarifikationstest, je Test (bis zu 10 Tests je Behandlungsfall);35;C;aerztlich;2.3;3.5;eigen
389;Reib-, Scratch- oder Skarifikationstest, jeder weitere Test;25;C;aerztlich;2.3;3.5;eigen
390;Intrakutantest, je Test (1. bis 20. Test je Behandlungsfall);60;C;aerztlich;2.3;3.5;eigen
391;Intrakutantest, jeder weitere Test;40;C;aerztlich;2.3;3.5;eigen
393;Beidseitiger nasaler oder konjunktivaler Provokationstest zur Ermittlung eines oder mehrerer auslösender Allergene mit Einzeloder Gruppenextrakt, je Test;100;C;aerztlich;2.3;3.5;eigen
394;Höchstwert für Leistungen nach Nummer 393, je Tag;300;C;aerztlich;2.3;3.5;eigen
395;Nasaler Schleimhautprovokationstest (auch beidseitig) mit mindestens dreimaliger apparativer Registrierung zur Ermittlung eines oder mehrerer auslösender Allergene mit Einzel- oder Gruppenextrakt, je Test;280;C;aerztlich;2.3;3.5;eigen
396;Höchstwert für Leistungen nach Nummer 395, je Tag;560;C;aerztlich;2.3;3.5;eigen
397;Bronchialer Provokationstest zur Ermittlung eines oder mehrerer auslösender Allergene mit Einzel- oder Gruppenextrakt mit apparativer Registrierung, je Test;380;C;aerztlich;2.3;3.5;eigen
398;Höchstwert für Leistungen nach Nummer 397, je Tag;760;C;aerztlich;2.3;3.5;eigen
399;Oraler Provokationstest, auch Expositionstest bei Nahrungsmittel- oder Medikamentenallergien - einschließlich Überwachung zur Erkennung von Schockreaktionen -;200;C;aerztlich;2.3;3.5;eigen
401;Zuschlag zu den sonographischen Leistungen nach den Nummern 410 bis 418 bei zusätzlicher Anwendung des Duplex-Verfahrens -gegebenenfalls einschließlich Farbkodierung -;400;C;aerztlich;2.3;3.5;eigen
402;Zuschlag zu den sonographischen Leistungen bei transösophagealer Untersuchung;250;C;technisch;1.8;2.5;eigen
403;Zuschlag zu den sonographischen Leistungen bei transkavitärer Untersuchung;150;C;technisch;1.8;2.5;eigen
404;Zuschlag zu doppler-sonographischen Leistungen bei zusätzlicher Frequenzspektrumanalyse - einschließlich graphischer oder Bilddokumentation -;250;C;aerztlich;2.3;3.5;eigen
405;Zuschlag zu den Leistungen nach Nummer 415 oder 424 - bei zusätzlicher Untersuchung mit cw-Doppler -;200;C;aerztlich;2.3;3.5;eigen
406;Zuschlag zu der Leistung nach Nummer 424 - bei zusätzlicher Farbkodierung -;200;C;aerztlich;2.3;3.5;eigen
408;Transluminale Sonographie von einem oder mehreren Blutgefäß(en) nach Einbringung eines Gefäßkatheters, je Sitzung;200;C;aerztlich;2.3;3.5;eigen
410;Ultraschalluntersuchung eines Organs;200;C;aerztlich;2.3;3.5;eigen
412;Ultraschalluntersuchung des Schädels bei einem Säugling oder Kleinkind bis zum vollendeten 2. Lebensjahr;280;C;aerztlich;2.3;3.5;eigen
413;Ultraschalluntersuchung der Hüftgelenke bei einem Säugling oder Kleinkind bis zum vollendeten 2. Lebensjahr;280;C;aerztlich;2.3;3.5;eigen
415;Ultraschalluntersuchung im Rahmen der Mutterschaftsvorsorge - gegebenenfalls einschließlich Biometrie und Beurteilung der Organentwicklung -;300;C;aerztlich;2.3;3.5;eigen
417;Ultraschalluntersuchung der Schilddrüse;210;C;aerztlich;2.3;3.5;eigen
418;Ultraschalluntersuchung einer Brustdrüse - gegebenenfalls einschließlich der regionalen Lymphknoten -;210;C;aerztlich;2.3;3.5;eigen
420;Ultraschalluntersuchung von bis zu drei weiteren Organen im Anschluß an eine der Leistungen nach den Nummern 410 bis 418, je Organ;80;C;aerztlich;2.3;3.5;eigen
422;Eindimensionale echokardiographische Untersuchung mittels Time-Motion-Diagramm, mit Bilddokumentation - gegebenenfalls einschließlich gleichzeitiger EKG-Kontrolle -;200;C;aerztlich;2.3;3.5;eigen
423;Zweidimensionale echokardiographische Untersuchung mittels Real-Time-Verfahren (B-Mode), mit Bilddokumentation -einschließlich der Leistung nach Nummer 422 -;500;C;aerztlich;2.3;3.5;eigen
424;Zweidimensionale doppler-echokardiographische Untersuchung mit Bilddokumentation -einschließlich der Leistung nach Nummer 423 -(Duplex-Verfahren);700;C;aerztlich;2.3;3.5;eigen
427;Assistierte und/oder kontrollierte apparative Beatmung durch Saug-Druck-Verfahren bei vitaler Indikation, bis zu 12 Stunden Dauer;150;C;aerztlich;2.3;3.5;eigen
428;Assistierte und/oder kontrollierte apparative Beatmung durch Saug-Druck-Verfahren bei vitaler Indikation, bei mehr als 12 Stunden Dauer, je Tag;220;C;aerztlich;2.3;3.5;eigen
429;Wiederbelebungsversuch - einschließlich künstlicher Beatmung und extrathorakaler indirekter Herzmassage, gegebenenfalls einschließlich Intubation -;400;C;aerztlich;2.3;3.5;eigen
430;Extra- oder intrathorakale Elektro-Defibrillation und/oder -Stimulation des Herzens;400;C;aerztlich;2.3;3.5;eigen
431;Elektrokardioskopie im Notfall;100;C;aerztlich;2.3;3.5;eigen
433;Ausspülung des Magens - auch mit Sondierung der Speiseröhre und des Magens und/oder Spülung des Duodenums -;140;C;aerztlich;2.3;3.5;eigen
435;Stationäre intensivmedizinische Überwachung und Behandlung eines Patienten auf einer dafür eingerichteten gesonderten Betteneinheit eines Krankenhauses mit spezieller Personal-und Geräteausstattung - einschließlich aller im Rahmen der Intensivbehandlung erbrachten Leistungen, soweit deren Berechnungsfähigkeit nachfolgend ausgeschlossen ist -, bis zu 24 Stunden Dauer;900;C;aerztlich;2.3;3.5;eigen
437;Laboratoriumsuntersuchungen im Rahmen einer Intensivbehandlung nach Nummer 435, bis zu 24 Stunden Dauer;500;C;labor;1.15;1.3;eigen
440;Zuschlag für die Anwendung eines Operationsmikroskops bei ambulanten operativen Leistungen;400;C;aerztlich;2.3;3.5;eigen
441;Zuschlag für die Anwendung eines Lasers bei ambulanten operativen Leistungen, je Sitzung;400;C;aerztlich;2.3;3.5;gruppe
442;Zuschlag bei ambulanter Durchführung von operativen Leistungen, die mit Punktzahlen von 250 bis 499 Punkten bewertet sind;400;C;aerztlich;2.3;3.5;eigen
443;Zuschlag bei ambulanter Durchführung von operativen Leistungen, die mit Punktzahlen von 500 bis 799 Punkten bewertet sind;750;C;aerztlich;2.3;3.5;eigen
444;Zuschlag bei ambulanter Durchführung von operativen Leistungen, die mit Punktzahlen von 800 bis 1199 Punkten bewertet sind;1300;C;aerztlich;2.3;3.5;eigen
445;Zuschlag bei ambulanter Durchführung von operativen Leistungen, die mit Punktzahlen von 1200 und mehr Punkten bewertet sind;2200;C;aerztlich;2.3;3.5;eigen
446;Zuschlag bei ambulanter Durchführung von Anästhesieleistungen, die mit Punktzahlen von 200 bis 399 Punkten bewertet sind;300;C;aerztlich;2.3;3.5;eigen
447;Zuschlag bei ambulanter Durchführung von Anästhesieleistungen, die mit 400 und mehr Punkten bewertet sind;650;C;aerztlich;2.3;3.5;eigen
448;Beobachtung und Betreuung eines Kranken über mehr als zwei Stunden während der Aufwach- und/ oder Erholungszeit bis zum Eintritt der Transportfähigkeit nach zuschlagsberechtigten ambulanten operativen Leistungen bei Durchführung unter zuschlagsberechtigten ambulanten Anästhesien bzw. Narkosen;600;C;aerztlich;2.3;3.5;eigen
449;Beobachtung und Betreuung eines Kranken über mehr als vier Stunden während der Aufwach- und/oder Erholungszeit bis zum Eintritt der Transportfähigkeit nach zuschlagsberechtigten ambulanten operativen Leistungen bei Durchführung unter zuschlagsberechtigten ambulanten Anästhesien bzw. Narkosen;900;C;aerztlich;2.3;3.5;eigen
450;Rauschnarkose - auch mit Lachgas -;76;D;aerztlich;2.3;3.5;eigen
451;Intravenöse Kurznarkose;121;D;aerztlich;2.3;3.5;eigen
452;Intravenöse Narkose (mehrmalige Verabreichung des Narkotikums);190;D;aerztlich;2.3;3.5;eigen
453;Vollnarkose;210;D;aerztlich;2.3;3.5;eigen
460;Kombinationsnarkose mit Maske, Gerät - auch Insufflationsnarkose -, bis zu einer Stunde;404;D;aerztlich;2.3;3.5;eigen
461;Kombinationsnarkose mit Maske, Gerät - auch Insufflationsnarkose -, jede weitere angefangene halbe Stunde;202;D;aerztlich;2.3;3.5;eigen
462;Kombinationsnarkose mit endotrachealer Intubation, bis zu einer Stunde;510;D;aerztlich;2.3;3.5;eigen
463;Kombinationsnarkose mit endotrachealer Intubation, jede weitere angefangene halbe Stunde;348;D;aerztlich;2.3;3.5;eigen
469;Kaudalanästhesie;250;D;aerztlich;2.3;3.5;eigen
470;Einleitung und Überwachung einer einzeitigen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder einzeitigen periduralen (epiduralen) Anästhesie, bis zu einer Stunde Dauer;400;D;aerztlich;2.3;3.5;eigen
471;Einleitung und Überwachung einer einzeitigen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder einzeitigen periduralen (epiduralen) Anästhesie, bis zu zwei Stunden Dauer;600;D;aerztlich;2.3;3.5;eigen
472;Einleitung und Überwachung einer einzeitigen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder einzeitigen periduralen (epiduralen) Anästhesie, bei mehr als zwei Stunden Dauer;800;D;aerztlich;2.3;3.5;eigen
473;Einleitung und Überwachung einer kontinuierlichen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder periduralen (epiduralen) Anästhesie mit Katheter, bis zu fünf Stunden Dauer;600;D;aerztlich;2.3;3.5;eigen
474;Einleitung und Überwachung einer kontinuierlichen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder periduralen (epiduralen) Anästhesie mit Katheter, bei mehr als fünf Stunden Dauer;900;D;aerztlich;2.3;3.5;eigen
475;Überwachung einer kontinuierlichen subarachnoidalen Spinalanästhesie (Lumbalanästhesie) oder periduralen (epiduralen) Anästhesie mit Katheter, zusätzlich zur Leistung nach Nummer 474 für den zweiten und jeden weiteren Tag, je Tag;450;D;aerztlich;2.3;3.5;eigen
476;Einleitung und Überwachung einer supraklavikulären oder axillären Armplexus- oder Paravertebralanästhesie, bis zu einer Stunde Dauer;380;D;aerztlich;2.3;3.5;eigen
477;Überwachung einer supraklavikulären oder axillären Armplexus- oder Paravertebralanästhesie, jede weitere angefangene Stunde;190;D;aerztlich;2.3;3.5;eigen
478;Intravenöse Anästhesie einer Extremität, bis zu einer Stunde Dauer;230;D;aerztlich;2.3;3.5;eigen
479;Intravenöse Anästhesie einer Extremität, jede weitere angefangene Stunde;115;D;aerztlich;2.3;3.5;eigen
480;Kontrollierte Blutdrucksenkung während der Narkose;222;D;aerztlich;2.3;3.5;eigen
481;Kontrollierte Hypothermie während der Narkose;475;D;aerztlich;2.3;3.5;eigen
483;Lokalanästhesie der tieferen Nasenabschnitte - gegebenenfalls einschließlich des Rachens -, auch beidseitig;46;D;aerztlich;2.3;3.5;eigen
484;Lokalanästhesie des Kehlkopfes;46;D;aerztlich;2.3;3.5;eigen
485;Lokalanästhesie des Trommelfells und/oder der Paukenhöhle;46;D;aerztlich;2.3;3.5;eigen
488;Lokalanästhesie der Harnröhre und/oder Harnblase;46;D;aerztlich;2.3;3.5;eigen
489;Lokalanästhesie des Bronchialgebietes - gegebenenfalls einschließlich des Kehlkopfes und des Rachens -;145;D;aerztlich;2.3;3.5;eigen
490;Infiltrationsanästhesie kleiner Bezirke;61;D;aerztlich;2.3;3.5;eigen
491;Infiltrationsanästhesie großer Bezirke - auch Parazervikalanästhesie -;121;D;aerztlich;2.3;3.5;eigen
493;Leitungsanästhesie, perineural - auch nach Oberst -;61;D;aerztlich;2.3;3.5;eigen
494;Leitungsanästhesie, endoneural - auch Pudendusanästhesie -;121;D;aerztlich;2.3;3.5;eigen
495;Leitungsanästhesie, retrobulbär;121;D;aerztlich;2.3;3.5;eigen
497;Blockade des Truncus sympathicus (lumbaler Grenzstrang oder Ganglion stellatum) mittels Anästhetika;220;D;aerztlich;2.3;3.5;eigen
498;Blockade des Truncus sympathicus (thorakaler Grenzstrang oder Plexus solaris) mittels Anästhetika;300;D;aerztlich;2.3;3.5;eigen
500;Inhalationstherapie - auch mittels Ultraschallvernebelung -;38;E;technisch;1.8;2.5;eigen
501;Inhalationstherapie mit intermittierender Überdruckbeatmung (z.B. Bird-Respirator);86;E;technisch;1.8;2.5;eigen
505;Atmungsbehandlung - einschließlich aller unterstützenden Maßnahmen -;85;E;technisch;1.8;2.5;eigen
506;Krankengymnastische Ganzbehandlung als Einzelbehandlung - einschließlich der erforderlichen Massage(n) -;120;E;technisch;1.8;2.5;eigen
507;Krankengymnastische Teilbehandlung als Einzelbehandlung - einschließlich der erforderlichen Massage(n) -;80;E;technisch;1.8;2.5;eigen
508;Krankengymnastische Ganzbehandlung als Einzelbehandlung im Bewegungsbad;110;E;technisch;1.8;2.5;eigen
509;Krankengymnastik in Gruppen (Orthopädisches Turnen) - auch im Bewegungsbad -, bei mehr als drei bis acht Teilnehmern, je Teilnehmer;38;E;technisch;1.8;2.5;eigen
510;Übungsbehandlung auch mit Anwendung mediko-mechanischer Apparate, je Sitzung;70;E;technisch;1.8;2.5;eigen
514;Extensionsbehandlung kombiniert mit Wärmetherapie und Massage mittels Gerät;105;E;technisch;1.8;2.5;eigen
515;Extensionsbehandlung (z.B. Glissonschlinge);38;E;technisch;1.8;2.5;eigen
516;Extensionsbehandlung mit Schrägbett, Extensionstisch, Perlgerät;65;E;technisch;1.8;2.5;eigen
518;Prothesengebrauchsschulung des Patienten -gegebenenfalls einschließlich seiner Betreuungsperson -, auch Fremdkraftprothesenschulung, Mindestdauer 20 Minuten, je Sitzung;120;E;technisch;1.8;2.5;eigen
520;Teilmassage (Massage einzelner Körperteile);45;E;technisch;1.8;2.5;eigen
521;Großmassage (z.B. Massage beider Beine, beider Arme, einer Körperseite, des Schultergürtels, eines Armes und eines Beines, des Rückens und eines Beines, des Rückens und eines Armes, beider Füße, beider Hände, beider Knie, beider Schultergelenke und ähnliche Massagen mehrerer Körperteile), je Sitzung;65;E;technisch;1.8;2.5;eigen
523;Massage im extramuskulären Bereich (z.B. Bindegewebsmassage, Periostmassage, manuelle Lymphdrainage);65;E;technisch;1.8;2.5;eigen
525;Intermittierende apparative Kompressionstherapie an einer Extremität, je Sitzung;35;E;technisch;1.8;2.5;eigen
526;Intermittierende apparative Kompressionstherapie an mehreren Extremitäten, je Sitzung;55;E;technisch;1.8;2.5;eigen
527;Unterwasserdruckstrahlmassage (Wanneninhalt mindestens 400 Liter, Leistung der Apparatur mindestens 4 bar);94;E;technisch;1.8;2.5;eigen
530;Kalt- oder Heißpackung(en) oder heiße Rolle, je Sitzung;35;E;technisch;1.8;2.5;eigen
531;Leitung eines ansteigenden Teilbades;46;E;technisch;1.8;2.5;eigen
532;Leitung eines ansteigenden Vollbades (Überwärmungsbad);76;E;technisch;1.8;2.5;eigen
533;Subaquales Darmbad;150;E;technisch;1.8;2.5;eigen
535;Heißluftbehandlung eines Körperteils (z.B. Kopf oder Arm);33;E;technisch;1.8;2.5;eigen
536;Heißluftbehandlung mehrerer Körperteile (z.B. Rumpf oder Beine);51;E;technisch;1.8;2.5;eigen
538;Infrarotbehandlung, je Sitzung;40;E;technisch;1.8;2.5;eigen
539;Ultraschallbehandlung;44;E;technisch;1.8;2.5;eigen
548;Kurzwellen-, Mikrowellenbehandlung (Anwendung hochfrequenter Ströme);37;E;technisch;1.8;2.5;eigen
549;Kurzwellen-, Mikrowellenbehandlung (Anwendung hochfrequenter Ströme) bei Behandlung verschiedener Körperregionen in einer Sitzung;55;E;technisch;1.8;2.5;eigen
551;Reizstrombehandlung (Anwendung niederfrequenter Ströme) - auch bei wechselweiser Anwendung verschiedener Impuls- oder Stromformen und gegebenenfalls unter Anwendung von Saugelektroden -;48;E;technisch;1.8;2.5;eigen
552;Iontophorese;44;E;technisch;1.8;2.5;eigen
553;Vierzellenbad;46;E;technisch;1.8;2.5;eigen
554;Hydroelektrisches Vollbad (Kataphoretisches Bad, Stanger-Bad);91;E;technisch;1.8;2.5;eigen
555;Gezielte Niederfrequenzbehandlung bei spastischen und/oder schlaffen Lähmungen, je Sitzung;120;E;technisch;1.8;2.5;eigen
558;Apparative isokinetische Muskelfunktionstherapie, je Sitzung;120;E;technisch;1.8;2.5;eigen
560;Behandlung mit Ultraviolettlicht in einer Sitzung;31;E;technisch;1.8;2.5;eigen
561;Reizbehandlung eines umschriebenen Hautbezirkes mit Ultraviolettlicht;31;E;technisch;1.8;2.5;eigen
562;Reizbehandlung mehrerer umschriebener Hautbezirke mit Ultraviolettlicht in einer Sitzung;46;E;technisch;1.8;2.5;eigen
563;Quarzlampendruckbestrahlung eines Feldes;46;E;technisch;1.8;2.5;eigen
564;Quarzlampendruckbestrahlung mehrerer Felder in einer Sitzung;91;E;technisch;1.8;2.5;eigen
565;Photochemotherapie, je Sitzung;120;E;technisch;1.8;2.5;eigen
566;Phototherapie eines Neugeborenen, je Tag;500;E;technisch;1.8;2.5;eigen
567;Phototherapie mit selektivem UV-Spektrum, je Sitzung;91;E;technisch;1.8;2.5;eigen
569;Photo-Patch-Test (belichteter Läppchentest), bis zu drei Tests je Sitzung, je Test;30;E;technisch;1.8;2.5;eigen
600;Herzfunktionsprüfung nach Schellong einschließlich graphischer Darstellung;73;F;aerztlich;2.3;3.5;eigen
601;Hyperventilationsprüfung;44;F;aerztlich;2.3;3.5;eigen
602;Oxymetrische Untersuchung(en) (Bestimmung der prozentualen Sauerstoffsättigung im Blut) -gegebenenfalls einschließlich Bestimmung(en) nach Belastung -;152;F;technisch;1.8;2.5;eigen
